Not Bound Resource Budget Analysis Report

Resource Summary: 
  MIPS capacity 57,000 MIPS : MIPS budget 54,870 MIPS
  8 out of 8 with MIPS capacity
*   192 out of 193 with MIPS budget



Detailed Processor MIPS Capacity Report 

Component,Capacity
processor cpu, 25,500 MIPS,
processor wstepna_obrobka_sys.cpu, 4,500 MIPS,
processor kadz_filtracyjna_sys.cpu, 4,500 MIPS,
processor warzenie_sys.cpu, 4,500 MIPS,
processor parowanie_sys.cpu, 4,500 MIPS,
processor wirowanie_sys.cpu, 4,500 MIPS,
processor fermentacja_sys.cpu, 4,500 MIPS,
processor butelkowanie_sys.cpu, 4,500 MIPS,
Total, 57,000 MIPS,


Detailed MIPS Budget Report 

Component,Budget,Actual,Notes
    thread parowanie_sys.moisture_control_process.control_thread,     0,800 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.parowanie_sys.moisture_control_process.control_thread total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
    thread parowanie_sys.moisture_control_process.decision_thread,     0,800 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.parowanie_sys.moisture_control_process.decision_thread total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
    thread parowanie_sys.moisture_control_process.input_gate_c,     2,500 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.parowanie_sys.moisture_control_process.input_gate_c total 0,450 MIPS below budget 2,500 MIPS (82,0 % slack)
    thread parowanie_sys.moisture_control_process.output_gate_c,     2,500 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.parowanie_sys.moisture_control_process.output_gate_c total 0,450 MIPS below budget 2,500 MIPS (82,0 % slack)
  process parowanie_sys.moisture_control_process,   2,500 MIPS,  2,250 MIPS,process WarzeniePiwa_impl_Instance.parowanie_sys.moisture_control_process total 2,250 MIPS below budget 2,500 MIPS (10,0 % slack)
    thread parowanie_sys.button_control.button_control_thread,     0,800 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.parowanie_sys.button_control.button_control_thread total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
  process parowanie_sys.button_control,   0,800 MIPS,  0,450 MIPS,process WarzeniePiwa_impl_Instance.parowanie_sys.button_control total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
    thread parowanie_sys.monitor_ctrl.control,     0,800 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.parowanie_sys.monitor_ctrl.control total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
  process parowanie_sys.monitor_ctrl,   0,800 MIPS,  0,450 MIPS,process WarzeniePiwa_impl_Instance.parowanie_sys.monitor_ctrl total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
system parowanie_sys, 5,000 MIPS,4,550 MIPS,system WarzeniePiwa_impl_Instance.parowanie_sys total 4,550 MIPS below budget 5,000 MIPS (9,0 % slack)
  device wirowanie_sys.start_button,   0,100 MIPS,  0,000 MIPS,device WarzeniePiwa_impl_Instance.wirowanie_sys.start_button total 0,000 MIPS below budget 0,100 MIPS (100,0 % slack)
  device wirowanie_sys.klawiatura,   0,100 MIPS,  0,000 MIPS,device WarzeniePiwa_impl_Instance.wirowanie_sys.klawiatura total 0,000 MIPS below budget 0,100 MIPS (100,0 % slack)
  device wirowanie_sys.wirownik,   0,100 MIPS,  0,000 MIPS,device WarzeniePiwa_impl_Instance.wirowanie_sys.wirownik total 0,000 MIPS below budget 0,100 MIPS (100,0 % slack)
  device wirowanie_sys.wir,   0,100 MIPS,  0,000 MIPS,device WarzeniePiwa_impl_Instance.wirowanie_sys.wir total 0,000 MIPS below budget 0,100 MIPS (100,0 % slack)
  device wirowanie_sys.timer,   0,100 MIPS,  0,000 MIPS,device WarzeniePiwa_impl_Instance.wirowanie_sys.timer total 0,000 MIPS below budget 0,100 MIPS (100,0 % slack)
  device wirowanie_sys.monitor,   0,100 MIPS,  0,000 MIPS,device WarzeniePiwa_impl_Instance.wirowanie_sys.monitor total 0,000 MIPS below budget 0,100 MIPS (100,0 % slack)
    thread wirowanie_sys.keyboard_cont_process.keyboard_control,     0,800 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.wirowanie_sys.keyboard_cont_process.keyboard_control total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
  process wirowanie_sys.keyboard_cont_process,   0,800 MIPS,  0,450 MIPS,process WarzeniePiwa_impl_Instance.wirowanie_sys.keyboard_cont_process total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
    thread wirowanie_sys.input_processing_process.process_thread,     0,800 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.wirowanie_sys.input_processing_process.process_thread total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
  process wirowanie_sys.input_processing_process,   0,800 MIPS,  0,450 MIPS,process WarzeniePiwa_impl_Instance.wirowanie_sys.input_processing_process total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
    thread wirowanie_sys.wirownike_control_process.control_thread,     0,800 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.wirowanie_sys.wirownike_control_process.control_thread total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
    thread wirowanie_sys.wirownike_control_process.decision_thread,     0,800 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.wirowanie_sys.wirownike_control_process.decision_thread total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
    thread wirowanie_sys.wirownike_control_process.input_gate_c,     2,500 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.wirowanie_sys.wirownike_control_process.input_gate_c total 0,450 MIPS below budget 2,500 MIPS (82,0 % slack)
    thread wirowanie_sys.wirownike_control_process.output_gate_c,     2,500 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.wirowanie_sys.wirownike_control_process.output_gate_c total 0,450 MIPS below budget 2,500 MIPS (82,0 % slack)
  process wirowanie_sys.wirownike_control_process,   2,500 MIPS,  1,800 MIPS,process WarzeniePiwa_impl_Instance.wirowanie_sys.wirownike_control_process total 1,800 MIPS below budget 2,500 MIPS (28,0 % slack)
    thread wirowanie_sys.button_control.button_control_thread,     0,800 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.wirowanie_sys.button_control.button_control_thread total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
  process wirowanie_sys.button_control,   0,800 MIPS,  0,450 MIPS,process WarzeniePiwa_impl_Instance.wirowanie_sys.button_control total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
    thread wirowanie_sys.timer_control_proc.timer_thread,     0,800 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.wirowanie_sys.timer_control_proc.timer_thread total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
  process wirowanie_sys.timer_control_proc,   0,800 MIPS,  0,450 MIPS,process WarzeniePiwa_impl_Instance.wirowanie_sys.timer_control_proc total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
    thread wirowanie_sys.monitor_ctrl.control,     0,800 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.wirowanie_sys.monitor_ctrl.control total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
  process wirowanie_sys.monitor_ctrl,   0,800 MIPS,  0,450 MIPS,process WarzeniePiwa_impl_Instance.wirowanie_sys.monitor_ctrl total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
system wirowanie_sys, 5,000 MIPS,4,650 MIPS,system WarzeniePiwa_impl_Instance.wirowanie_sys total 4,650 MIPS below budget 5,000 MIPS (7,0 % slack)
  device fermentacja_sys.start_button,   0,100 MIPS,  0,000 MIPS,device WarzeniePiwa_impl_Instance.fermentacja_sys.start_button total 0,000 MIPS below budget 0,100 MIPS (100,0 % slack)
  device fermentacja_sys.klawiatura,   0,100 MIPS,  0,000 MIPS,device WarzeniePiwa_impl_Instance.fermentacja_sys.klawiatura total 0,000 MIPS below budget 0,100 MIPS (100,0 % slack)
  device fermentacja_sys.timer,   0,100 MIPS,  0,000 MIPS,device WarzeniePiwa_impl_Instance.fermentacja_sys.timer total 0,000 MIPS below budget 0,100 MIPS (100,0 % slack)
  device fermentacja_sys.zbiornik,   0,100 MIPS,  0,000 MIPS,device WarzeniePiwa_impl_Instance.fermentacja_sys.zbiornik total 0,000 MIPS below budget 0,100 MIPS (100,0 % slack)
  device fermentacja_sys.monitor,   0,100 MIPS,  0,000 MIPS,device WarzeniePiwa_impl_Instance.fermentacja_sys.monitor total 0,000 MIPS below budget 0,100 MIPS (100,0 % slack)
    thread fermentacja_sys.keyboard_cont_process.keyboard_control,     0,800 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.fermentacja_sys.keyboard_cont_process.keyboard_control total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
  process fermentacja_sys.keyboard_cont_process,   0,800 MIPS,  0,450 MIPS,process WarzeniePiwa_impl_Instance.fermentacja_sys.keyboard_cont_process total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
    thread fermentacja_sys.input_processing_process.process_thread,     0,800 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.fermentacja_sys.input_processing_process.process_thread total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
  process fermentacja_sys.input_processing_process,   0,800 MIPS,  0,450 MIPS,process WarzeniePiwa_impl_Instance.fermentacja_sys.input_processing_process total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
    thread fermentacja_sys.timer_control_proc.timer_thread,     0,800 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.fermentacja_sys.timer_control_proc.timer_thread total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
  process fermentacja_sys.timer_control_proc,   0,800 MIPS,  0,450 MIPS,process WarzeniePiwa_impl_Instance.fermentacja_sys.timer_control_proc total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
    thread fermentacja_sys.button_control.button_control_thread,     0,800 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.fermentacja_sys.button_control.button_control_thread total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
  process fermentacja_sys.button_control,   0,800 MIPS,  0,450 MIPS,process WarzeniePiwa_impl_Instance.fermentacja_sys.button_control total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
    thread fermentacja_sys.fermentacja_control.input_gate_c,     2,500 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.fermentacja_sys.fermentacja_control.input_gate_c total 0,450 MIPS below budget 2,500 MIPS (82,0 % slack)
    thread fermentacja_sys.fermentacja_control.output_gate_c,     2,500 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.fermentacja_sys.fermentacja_control.output_gate_c total 0,450 MIPS below budget 2,500 MIPS (82,0 % slack)
    thread fermentacja_sys.fermentacja_control.fermentacja_decision_center,     0,800 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.fermentacja_sys.fermentacja_control.fermentacja_decision_center total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
  process fermentacja_sys.fermentacja_control,   2,500 MIPS,  1,350 MIPS,process WarzeniePiwa_impl_Instance.fermentacja_sys.fermentacja_control total 1,350 MIPS below budget 2,500 MIPS (46,0 % slack)
    thread fermentacja_sys.monitor_ctrl.control,     0,800 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.fermentacja_sys.monitor_ctrl.control total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
  process fermentacja_sys.monitor_ctrl,   0,800 MIPS,  0,450 MIPS,process WarzeniePiwa_impl_Instance.fermentacja_sys.monitor_ctrl total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
system fermentacja_sys, 5,000 MIPS,4,100 MIPS,system WarzeniePiwa_impl_Instance.fermentacja_sys total 4,100 MIPS below budget 5,000 MIPS (18,0 % slack)
  device butelkowanie_sys.start_button,   0,100 MIPS,  0,000 MIPS,device WarzeniePiwa_impl_Instance.butelkowanie_sys.start_button total 0,000 MIPS below budget 0,100 MIPS (100,0 % slack)
  device butelkowanie_sys.klawiatura,   0,100 MIPS,  0,000 MIPS,device WarzeniePiwa_impl_Instance.butelkowanie_sys.klawiatura total 0,000 MIPS below budget 0,100 MIPS (100,0 % slack)
  device butelkowanie_sys.temp_sensor,   0,100 MIPS,  0,000 MIPS,device WarzeniePiwa_impl_Instance.butelkowanie_sys.temp_sensor total 0,000 MIPS below budget 0,100 MIPS (100,0 % slack)
  device butelkowanie_sys.pressure_sensor,   0,100 MIPS,  0,000 MIPS,device WarzeniePiwa_impl_Instance.butelkowanie_sys.pressure_sensor total 0,000 MIPS below budget 0,100 MIPS (100,0 % slack)
  device butelkowanie_sys.heater,   0,100 MIPS,  0,000 MIPS,device WarzeniePiwa_impl_Instance.butelkowanie_sys.heater total 0,000 MIPS below budget 0,100 MIPS (100,0 % slack)
  device butelkowanie_sys.pressure_controler,   0,100 MIPS,  0,000 MIPS,device WarzeniePiwa_impl_Instance.butelkowanie_sys.pressure_controler total 0,000 MIPS below budget 0,100 MIPS (100,0 % slack)
  device butelkowanie_sys.butelki,   0,100 MIPS,  0,000 MIPS,device WarzeniePiwa_impl_Instance.butelkowanie_sys.butelki total 0,000 MIPS below budget 0,100 MIPS (100,0 % slack)
  device butelkowanie_sys.timer,   0,100 MIPS,  0,000 MIPS,device WarzeniePiwa_impl_Instance.butelkowanie_sys.timer total 0,000 MIPS below budget 0,100 MIPS (100,0 % slack)
  device butelkowanie_sys.monitor,   0,100 MIPS,  0,000 MIPS,device WarzeniePiwa_impl_Instance.butelkowanie_sys.monitor total 0,000 MIPS below budget 0,100 MIPS (100,0 % slack)
    thread butelkowanie_sys.keyboard_cont_process.keyboard_control,     0,800 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.butelkowanie_sys.keyboard_cont_process.keyboard_control total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
  process butelkowanie_sys.keyboard_cont_process,   0,800 MIPS,  0,450 MIPS,process WarzeniePiwa_impl_Instance.butelkowanie_sys.keyboard_cont_process total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
    thread butelkowanie_sys.input_processing_process.process_thread,     0,800 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.butelkowanie_sys.input_processing_process.process_thread total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
  process butelkowanie_sys.input_processing_process,   0,800 MIPS,  0,450 MIPS,process WarzeniePiwa_impl_Instance.butelkowanie_sys.input_processing_process total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
    thread butelkowanie_sys.butelkowanie_proc.input_gate_c,     2,500 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.butelkowanie_sys.butelkowanie_proc.input_gate_c total 0,450 MIPS below budget 2,500 MIPS (82,0 % slack)
    thread butelkowanie_sys.butelkowanie_proc.output_gate_c,     2,500 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.butelkowanie_sys.butelkowanie_proc.output_gate_c total 0,450 MIPS below budget 2,500 MIPS (82,0 % slack)
    thread butelkowanie_sys.butelkowanie_proc.butelkowanie_decision_center,     0,800 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.butelkowanie_sys.butelkowanie_proc.butelkowanie_decision_center total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
  process butelkowanie_sys.butelkowanie_proc,   2,000 MIPS,  1,350 MIPS,process WarzeniePiwa_impl_Instance.butelkowanie_sys.butelkowanie_proc total 1,350 MIPS below budget 2,000 MIPS (32,5 % slack)
    thread butelkowanie_sys.heater_control_proc.read_temp,     0,800 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.butelkowanie_sys.heater_control_proc.read_temp total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
    thread butelkowanie_sys.heater_control_proc.control,     2,500 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.butelkowanie_sys.heater_control_proc.control total 0,450 MIPS below budget 2,500 MIPS (82,0 % slack)
    thread butelkowanie_sys.heater_control_proc.heater_ctrl,     2,500 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.butelkowanie_sys.heater_control_proc.heater_ctrl total 0,450 MIPS below budget 2,500 MIPS (82,0 % slack)
  process butelkowanie_sys.heater_control_proc,   7,000 MIPS,  1,350 MIPS,process WarzeniePiwa_impl_Instance.butelkowanie_sys.heater_control_proc total 1,350 MIPS below budget 7,000 MIPS (80,7 % slack)
    thread butelkowanie_sys.pressure_control_proc.read_pressure,     0,800 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.butelkowanie_sys.pressure_control_proc.read_pressure total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
    thread butelkowanie_sys.pressure_control_proc.control,     2,500 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.butelkowanie_sys.pressure_control_proc.control total 0,450 MIPS below budget 2,500 MIPS (82,0 % slack)
    thread butelkowanie_sys.pressure_control_proc.pressure_ctrl,     2,500 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.butelkowanie_sys.pressure_control_proc.pressure_ctrl total 0,450 MIPS below budget 2,500 MIPS (82,0 % slack)
  process butelkowanie_sys.pressure_control_proc,   7,000 MIPS,  1,350 MIPS,process WarzeniePiwa_impl_Instance.butelkowanie_sys.pressure_control_proc total 1,350 MIPS below budget 7,000 MIPS (80,7 % slack)
    thread butelkowanie_sys.timer_control_proc.timer_thread,     0,800 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.butelkowanie_sys.timer_control_proc.timer_thread total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
  process butelkowanie_sys.timer_control_proc,   0,800 MIPS,  0,450 MIPS,process WarzeniePiwa_impl_Instance.butelkowanie_sys.timer_control_proc total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
    thread butelkowanie_sys.button_control.button_control_thread,     0,800 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.butelkowanie_sys.button_control.button_control_thread total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
  process butelkowanie_sys.button_control,   0,800 MIPS,  0,450 MIPS,process WarzeniePiwa_impl_Instance.butelkowanie_sys.button_control total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
    thread butelkowanie_sys.monitor_ctrl.control,     0,800 MIPS,    0,450 MIPS,thread WarzeniePiwa_impl_Instance.butelkowanie_sys.monitor_ctrl.control total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
  process butelkowanie_sys.monitor_ctrl,   0,800 MIPS,  0,450 MIPS,process WarzeniePiwa_impl_Instance.butelkowanie_sys.monitor_ctrl total 0,450 MIPS below budget 0,800 MIPS (43,8 % slack)
system butelkowanie_sys, 10,500 MIPS,7,200 MIPS,system WarzeniePiwa_impl_Instance.butelkowanie_sys total 7,200 MIPS below budget 10,500 MIPS (31,4 % slack)
Total, ,54,870 MIPS,
